GHCN_DIN,DATE,PRCP (10^-1 mm),SNOW (mm),TMAX (°C),TMIN (°C),ELEVATION (m),NAME,COORD (LAT),COORD (LONG),COUNTRY_CODE
AR000875850,16/04/2020,,,,8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,17/04/2020,,,,11.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,18/04/2020,,,,13.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,19/04/2020,,,,17,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,20/04/2020,,,,14.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,21/04/2020,,,28.9,16.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,22/04/2020,,,21.9,15.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,23/04/2020,,,,16.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,24/04/2020,,,24.7,18.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,25/04/2020,,,23.2,,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,26/04/2020,,,,15.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,27/04/2020,,,21.6,16.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,28/04/2020,460,,21.3,,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,29/04/2020,,,,11.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,30/04/2020,,,23,11.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,01/05/2020,,,22.5,12.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,02/05/2020,,,22.5,10.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,03/05/2020,,,,11.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,04/05/2020,,,20.8,13.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,05/05/2020,,,19.6,10.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,06/05/2020,,,16.9,8.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,07/05/2020,,,,8.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,08/05/2020,,,19.6,9.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,09/05/2020,,,,10.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,10/05/2020,,,,11.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,11/05/2020,,,25.3,,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,12/05/2020,,,20.8,7.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,13/05/2020,,,,8.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,14/05/2020,,,21,5.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,15/05/2020,,,,7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,16/05/2020,,,,11.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,17/05/2020,,,28.4,15,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,18/05/2020,,,26.9,14.7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,19/05/2020,,,,15,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,20/05/2020,,,24.5,16.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,21/05/2020,,,24.5,13.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,22/05/2020,,,,10.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,23/05/2020,,,,8.1,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,24/05/2020,,,,8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,25/05/2020,,,18.4,9.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,26/05/2020,,,,9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,27/05/2020,,,,9.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,28/05/2020,,,,10.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,29/05/2020,,,21.8,10.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,30/05/2020,,,21.7,,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,31/05/2020,,,15.1,6.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,01/06/2020,,,14.3,5.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,02/06/2020,,,,4.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,03/06/2020,,,,5.1,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,04/06/2020,,,17.3,8.1,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,05/06/2020,,,16.6,9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,06/06/2020,5,,,12.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,07/06/2020,,,17.2,13.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,09/06/2020,,,,10.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,10/06/2020,,,,9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,11/06/2020,,,20.5,,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,12/06/2020,,,,8.7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,13/06/2020,,,20.9,,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,14/06/2020,,,,1.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,15/06/2020,,,,2.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,16/06/2020,,,,10.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,17/06/2020,,,,15.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,18/06/2020,,,27.2,12.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,19/06/2020,,,18.6,9.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,20/06/2020,,,16.7,9.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,21/06/2020,,,,10.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,22/06/2020,,,18.2,9.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,23/06/2020,,,15.4,12,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,24/06/2020,,,,9.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,25/06/2020,,,14.5,6.2,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,26/06/2020,,,,3.1,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,27/06/2020,,,,5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,28/06/2020,,,15.2,3.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,29/06/2020,,,15.1,4.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,30/06/2020,297,,13.8,,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,01/07/2020,,,12.6,5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,02/07/2020,,,,4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,03/07/2020,,,,6.1,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,04/07/2020,,,,6.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,05/07/2020,,,16.2,,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,06/07/2020,,,14.4,3.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,07/07/2020,,,13,3.1,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,08/07/2020,,,,3.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,09/07/2020,,,,4.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,10/07/2020,,,15.6,6.1,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,11/07/2020,,,,2.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,12/07/2020,,,15.9,3.9,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,13/07/2020,0,,15.3,7.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,14/07/2020,,,,0.8,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,15/07/2020,,,,1.7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,16/07/2020,,,,4.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,17/07/2020,,,,8.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,18/07/2020,0,,,9.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,19/07/2020,3,,,12,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,20/07/2020,0,,24.2,13.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,21/07/2020,,,22.2,,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,22/07/2020,,,16.2,12.4,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,23/07/2020,,,15.3,,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,24/07/2020,,,13.7,4.6,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,25/07/2020,,,,3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,26/07/2020,,,,4.1,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,27/07/2020,,,18.4,7.7,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,28/07/2020,,,15.1,2.5,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
AR000875850,29/07/2020,,,,0.3,25,BUENOS AIRES OBSERV,-34.583,-58.483,AR
